node_a,node_b,score_mean,score_p75,score_max,pair_count,human_action,human_notes
L2_N306e9a75,L2_N8228268e,0.17355971038341522,0.17355971038341522,0.1735597050962411,2,keep,
L2_N306e9a75,L2_N9f46f3fd,0.14971700310707092,0.14971700310707092,0.1497170022933462,2,keep,
L2_N306e9a75,L2_Nbd50000d,0.171028271317482,0.17198508977890015,0.1719850914619834,4,keep,
L2_N306e9a75,L2_Nc8ab6162,0.15217697620391846,0.15217697620391846,0.1521769714872358,2,keep,
L2_N306e9a75,L2_Nd5d2d592,0.18484358489513397,0.18484358489513397,0.1848435916471368,2,keep,
L2_N33b2d022,L2_Nbde783bd,0.16005799174308777,0.16005799174308777,0.1600579915844984,1,keep,
L2_N3782a8fc,L2_N466127b4,0.18308773636817932,0.1845231056213379,0.1859584706262732,2,keep,
L2_N3782a8fc,L2_N6d9c5da7,0.1636330485343933,0.1636330485343933,0.1636330458570274,1,keep,
L2_N3782a8fc,L2_N6da1b013,0.1583930402994156,0.1583930402994156,0.1583930367879057,1,keep,
L2_N3782a8fc,L2_N709fdde1,0.46167442202568054,0.623014509677887,0.8796058996789221,8,keep,
L2_N3782a8fc,L2_N8ed52793,0.14187504351139069,0.14430394768714905,0.1467328374197901,2,keep,
L2_N3782a8fc,L2_Naaad89dc,0.6622604727745056,0.6645904183387756,0.666920381065264,2,keep,
L2_N3782a8fc,L2_Nc8ab6162,0.13837864995002747,0.13837864995002747,0.138378644546419,1,keep,
L2_N3782a8fc,L2_Nd5d2d592,0.14951568841934204,0.14951568841934204,0.1495156810481687,1,keep,
L2_N3c9cbbd0,L2_N5e2fe781,0.19784030318260193,0.1978452205657959,0.1978501265000292,2,keep,
L2_N3c9cbbd0,L2_N9f46f3fd,0.36233440041542053,0.3893797695636749,0.4164251478389035,2,keep,
L2_N3c9cbbd0,L2_Nadf8c478,0.17245250940322876,0.17245250940322876,0.1724525080631263,1,keep,
L2_N3d4844b8,L2_N4f9516d8,0.17350083589553833,0.17641916871070862,0.1793374826298161,2,keep,
L2_N3d4844b8,L2_N7d5270bf,0.19910477101802826,0.19910477101802826,0.1991047687333516,1,keep,
L2_N3d4844b8,L2_N8228268e,0.19365786015987396,0.1941283792257309,0.1945988954057025,2,keep,
L2_N3d4844b8,L2_N9a2b3002,0.1935749053955078,0.19464978575706482,0.1957246602159141,2,keep,
L2_N3d4844b8,L2_N9ef25cc0,0.1905912160873413,0.19406354427337646,0.1975358866414424,2,keep,
L2_N3d4844b8,L2_N9f46f3fd,0.17780201137065887,0.18207088112831116,0.1863397443984871,2,keep,
L2_N3d4844b8,L2_Na75f0b05,0.16828277707099915,0.16828277707099915,0.1682827760870364,1,keep,
L2_N3d4844b8,L2_Nadf8c478,0.2754158675670624,0.2754158675670624,0.2754158640038607,1,keep,
L2_N3d4844b8,L2_Nb80d9c6e,0.39540934562683105,0.39818987250328064,0.4009703870925127,2,keep,
L2_N3d4844b8,L2_Nc3c2ff15,0.16783012449741364,0.16783012449741364,0.1678301304330857,1,keep,
L2_N3d4844b8,L2_Nd39445b0,0.1908876746892929,0.1908876746892929,0.1908876770617447,1,keep,
L2_N3d4844b8,L2_Nd77a7607,0.18697544932365417,0.18754416704177856,0.1881128644262968,2,keep,
